station_id,reading_time,ghi_wm2,dni_wm2,dhi_wm2,ambient_temp,temp_unit,wind_speed_ms,relative_humidity_pct,barometric_pressure_hpa,solar_zenith_angle_deg,cloud_opacity_pct,precipitation_mm
WS-South,2025-05-24 08:45:00,311.181,210.553,126.578,86.33,F,9.455,38.91,1020.28,49.245,17.06,0.293
WS-South,2025-05-24 09:00:00,523.568,343.595,240.258,87.29,F,6.082,38.64,1014.07,10.203,10.54,0.372
WS-South,2025-05-24 09:15:00,774.907,526.823,360.29,87.22,F,6.44,36.56,1030.18,56.732,32.25,0.272
WS-South,2025-05-24 09:30:00,773.727,510.191,400.739,92.25,F,7.341,14.37,1009.86,30.037,49.22,0.182
WS-South,2025-05-24 09:45:00,965.299,640.369,426.007,93.16,F,19.049,35.03,1012.34,24.408,0.0,0.643
WS-South,2025-05-24 10:00:00,639.539,537.497,242.416,93.05,F,3.547,56.16,1005.92,69.972,54.64,0.166
WS-South,2025-05-24 10:15:00,821.977,581.877,322.033,93.52,F,9.071,40.73,1008.69,17.999,38.5,0.168
WS-South,2025-05-24 10:30:00,879.963,738.752,361.98,87.96,F,3.938,42.29,1010.4,83.848,24.86,0.063
WS-South,2025-05-24 10:45:00,855.141,584.54,422.08,85.19,F,8.726,10.0,1013.71,14.459,46.17,0.011
WS-South,2025-05-24 11:00:00,668.682,567.002,233.015,86.34,F,6.929,44.64,1034.92,60.655,49.16,0.408
WS-South,2025-05-24 11:15:00,760.239,560.471,288.984,93.3,F,5.993,53.57,996.49,50.23,68.07,0.031
WS-South,2025-05-24 11:30:00,935.2,675.597,347.336,89.13,F,6.759,36.62,1025.06,75.206,25.01,0.24
WS-South,2025-05-24 11:45:00,856.16,642.769,379.173,91.31,F,4.347,48.59,1013.39,73.562,33.2,0.039
WS-South,2025-05-24 12:00:00,676.566,442.526,362.661,90.68,F,3.405,41.96,1009.43,37.275,22.15,0.146
WS-South,2025-05-24 12:15:00,1124.204,783.817,510.633,89.11,F,8.392,43.79,1020.03,75.055,32.53,0.01
WS-South,2025-05-24 12:30:00,793.56,601.919,356.508,86.7,F,4.679,33.49,1001.32,29.611,34.57,0.373
WS-South,2025-05-24 12:45:00,790.367,562.966,306.007,88.16,F,6.404,27.5,1013.8,29.74,41.95,0.037
WS-South,2025-05-24 13:00:00,776.379,607.682,296.636,94.57,F,5.042,18.67,1012.32,44.653,51.87,0.264
WS-South,2025-05-24 13:15:00,791.726,653.644,219.123,87.31,F,4.031,40.13,1027.1,68.906,53.49,0.075
WS-South,2025-05-24 13:30:00,895.643,677.266,351.761,98.09,F,17.566,18.88,1005.72,71.357,58.06,0.166
WS-South,2025-05-24 13:45:00,936.703,629.886,407.752,93.4,F,11.819,19.51,1005.73,33.515,26.92,0.293
WS-South,2025-05-24 14:00:00,502.841,420.84,190.021,95.24,F,10.203,30.68,1005.35,52.49,47.5,0.073
WS-South,2025-05-24 14:15:00,774.233,570.845,289.016,87.61,F,7.523,45.25,1015.27,33.062,50.08,0.343
WS-South,2025-05-24 14:30:00,650.003,427.106,303.585,81.63,F,7.102,46.42,1031.54,48.848,33.43,0.674
WS-South,2025-05-24 14:45:00,794.92,606.142,362.918,92.32,F,2.381,43.28,1023.08,21.49,55.4,0.219
WS-South,2025-05-24 15:00:00,671.531,461.661,268.922,94.49,F,12.051,27.22,1026.04,11.883,36.94,0.041
WS-South,2025-05-24 15:15:00,737.3,519.098,367.622,83.94,F,3.65,51.66,1025.23,65.951,75.52,0.533
WS-South,2025-05-24 15:30:00,670.816,496.489,319.536,86.8,F,11.098,56.57,1011.75,80.195,24.49,0.262
WS-South,2025-05-24 15:45:00,397.532,304.536,176.002,78.44,F,5.868,23.06,1019.77,54.5,35.28,0.122
WS-South,2025-05-24 16:00:00,565.858,403.874,213.28,85.56,F,4.283,42.78,1011.61,55.509,40.05,0.426
WS-South,2025-05-24 16:15:00,518.181,344.619,246.004,80.81,F,8.808,31.16,1012.02,40.761,63.7,0.071
WS-South,2025-05-24 16:30:00,497.052,389.659,209.995,86.11,F,5.853,68.21,1020.03,46.937,45.51,0.827
WS-South,2025-05-24 16:45:00,409.592,335.103,127.525,75.29,F,1.944,53.45,1030.85,29.884,32.2,1.182
WS-South,2025-05-24 17:00:00,259.324,183.75,123.252,78.23,F,6.298,71.36,1018.34,11.382,26.19,0.836
WS-South,2025-05-24 17:15:00,344.222,283.297,120.386,85.35,F,6.529,81.12,1010.29,19.49,1.88,0.034
WS-South,2025-05-24 17:30:00,237.282,168.203,94.912,68.39,F,3.616,66.73,1026.26,47.062,8.54,0.186
WS-South,2025-05-24 17:45:00,85.868,63.299,40.733,74.83,F,3.81,65.56,1010.55,58.214,52.0,0.086
WS-South,2025-05-24 18:00:00,125.891,100.466,52.227,68.18,F,3.398,73.33,1023.65,34.196,49.5,0.2
WS-South,2025-05-24 18:15:00,92.682,68.332,37.967,66.44,F,2.951,69.33,1020.13,48.517,19.89,0.354
WS-South,2025-05-24 18:30:00,4.985,0.975,2.469,72.7,F,16.662,81.27,1008.82,80.313,32.03,0.591
WS-South,2025-05-24 18:45:00,5.015,0.845,4.805,73.73,F,0.924,45.08,1019.16,25.069,21.22,0.511
WS-South,2025-05-24 19:00:00,0.011,1.581,2.631,72.53,F,3.827,64.61,1002.25,79.485,33.02,0.39
WS-South,2025-05-24 19:15:00,4.658,0.094,6.898,77.79,F,9.236,63.43,1012.83,40.511,0.0,0.029
WS-South,2025-05-24 19:30:00,6.082,2.911,5.131,66.79,F,17.756,57.29,1022.68,26.613,25.5,0.45
WS-South,2025-05-24 19:45:00,28.131,2.564,1.032,71.53,F,4.106,61.26,1016.66,65.418,36.24,0.095
WS-South,2025-05-24 20:00:00,8.391,1.248,5.463,78.79,F,1.423,54.78,1013.43,60.712,30.76,0.124
WS-South,2025-05-24 20:15:00,0.343,2.12,2.129,74.3,F,0.702,74.54,1000.26,81.131,44.87,0.371
WS-South,2025-05-24 20:30:00,8.398,0.353,2.978,69.08,F,1.379,58.6,1021.61,55.715,65.95,1.019
WS-South,2025-05-24 20:45:00,3.929,1.904,10.797,71.36,F,2.589,64.54,1018.89,38.839,28.42,0.131
WS-South,2025-05-24 21:00:00,8.865,0.781,1.305,65.05,F,5.667,57.69,1022.19,78.095,19.5,0.097
WS-South,2025-05-24 21:15:00,5.789,4.155,3.096,75.3,F,13.754,41.88,1003.54,76.345,19.56,0.448
WS-South,2025-05-24 21:30:00,10.352,2.952,7.642,72.98,F,3.431,67.56,1005.92,11.101,0.0,0.309
WS-South,2025-05-24 21:45:00,2.86,6.756,4.899,64.47,F,2.628,60.27,1014.83,64.826,30.17,0.46
WS-South,2025-05-24 22:00:00,10.484,0.039,2.181,65.69,F,6.052,50.56,1029.24,33.48,35.6,0.247
WS-South,2025-05-24 22:15:00,0.499,3.316,9.097,78.23,F,1.234,47.46,1000.95,32.017,0.0,0.006
WS-South,2025-05-24 22:30:00,3.746,4.613,14.341,72.9,F,6.817,47.37,1022.49,70.935,67.73,0.048
WS-South,2025-05-24 22:45:00,1.256,0.302,3.67,74.99,F,2.277,40.57,1020.5,66.09,38.75,0.383
WS-South,2025-05-24 23:00:00,4.284,1.333,1.783,72.98,F,1.603,45.9,1013.19,34.025,61.72,0.322
WS-South,2025-05-24 23:15:00,12.031,0.065,7.318,66.28,F,14.158,49.8,1013.05,52.665,41.19,0.017
WS-South,2025-05-24 23:30:00,0.663,4.003,6.604,79.89,F,8.151,45.16,1009.32,36.967,63.04,0.295
WS-South,2025-05-24 23:45:00,10.606,3.284,2.542,74.0,F,4.11,38.19,1010.62,54.951,66.19,0.271
WS-South,2025-05-25 00:00:00,11.335,0.011,4.361,67.28,F,2.907,63.64,1015.42,58.044,13.65,0.325
WS-South,2025-05-25 00:15:00,9.072,0.814,6.322,70.44,F,2.746,46.96,1008.03,16.156,32.61,0.278
WS-South,2025-05-25 00:30:00,5.485,0.377,0.618,78.43,F,3.293,47.26,1017.98,52.567,43.17,0.265
WS-South,2025-05-25 00:45:00,0.219,4.982,1.973,76.69,F,20.783,47.33,1014.75,34.962,71.7,1.118
WS-South,2025-05-25 01:00:00,17.315,1.183,7.868,68.3,F,6.069,41.21,1025.12,12.888,14.44,0.66
WS-South,2025-05-25 01:15:00,0.315,2.896,0.577,75.35,F,4.615,62.97,1002.9,62.192,44.01,0.883
WS-South,2025-05-25 01:30:00,8.826,5.737,1.632,71.06,F,4.566,67.29,1004.11,16.112,4.96,0.066
WS-South,2025-05-25 01:45:00,17.49,4.414,2.882,70.36,F,28.054,56.28,1009.6,28.269,41.43,0.231
WS-South,2025-05-25 02:00:00,3.362,2.467,2.175,61.32,F,4.758,60.4,1025.63,47.018,46.46,0.064
WS-South,2025-05-25 02:15:00,6.047,2.164,0.681,73.94,F,4.977,54.28,1018.79,13.599,31.78,0.14
WS-South,2025-05-25 02:30:00,5.32,3.531,0.099,74.64,F,7.811,81.37,1000.31,59.407,56.2,0.169
WS-South,2025-05-25 02:45:00,0.77,3.225,0.369,80.46,F,4.156,47.42,1013.18,61.563,36.9,0.536
WS-South,2025-05-25 03:00:00,13.498,3.155,7.228,67.95,F,8.815,53.07,1012.76,56.371,41.19,0.176
WS-South,2025-05-25 03:15:00,6.459,2.547,4.216,73.44,F,3.905,64.0,1023.1,68.119,0.0,0.092
WS-South,2025-05-25 03:30:00,13.659,0.301,1.785,74.47,F,1.726,52.22,1012.39,79.486,50.75,0.106
WS-South,2025-05-25 03:45:00,5.199,4.838,3.373,73.27,F,3.871,55.18,1013.92,31.935,43.54,0.077
WS-South,2025-05-25 04:00:00,7.636,4.062,5.815,59.26,F,2.496,55.76,1017.92,55.679,27.31,0.211
WS-South,2025-05-25 04:15:00,0.889,1.986,3.888,74.35,F,5.998,64.11,1016.97,27.151,40.0,0.507
WS-South,2025-05-25 04:30:00,6.08,2.339,17.192,62.14,F,3.866,66.24,1025.07,24.779,23.37,0.354
WS-South,2025-05-25 04:45:00,3.612,5.02,1.35,73.82,F,5.509,61.83,1013.73,84.22,60.53,0.945
WS-South,2025-05-25 05:00:00,3.006,5.341,9.469,74.56,F,6.107,45.37,990.99,55.327,14.27,0.92
WS-South,2025-05-25 05:15:00,3.705,1.837,2.602,69.83,F,3.519,38.24,1013.35,20.931,41.69,0.189
WS-South,2025-05-25 05:30:00,3.123,0.049,0.793,78.17,F,4.921,65.89,1004.85,59.718,28.0,0.423
WS-South,2025-05-25 05:45:00,83.288,65.025,28.089,82.85,F,6.354,62.77,1018.36,13.085,26.19,0.079
WS-South,2025-05-25 06:00:00,100.109,79.298,44.091,80.36,F,6.5,57.7,1014.51,25.022,39.23,0.364
WS-South,2025-05-25 06:15:00,198.832,138.92,86.063,65.29,F,5.019,45.67,1016.82,14.343,14.98,0.502
WS-South,2025-05-25 06:30:00,181.323,130.135,89.348,68.7,F,2.778,51.0,1009.06,64.526,26.85,0.501
WS-South,2025-05-25 06:45:00,273.216,225.073,76.124,79.01,F,2.862,40.69,1003.7,83.783,74.62,0.228
WS-South,2025-05-25 07:00:00,191.677,150.177,77.144,79.95,F,6.472,69.21,1018.49,22.391,46.43,0.311
WS-South,2025-05-25 07:15:00,387.225,301.448,171.836,80.33,F,8.956,55.02,1009.04,82.713,2.83,0.406
WS-South,2025-05-25 07:30:00,542.886,429.866,173.539,76.68,F,2.539,40.26,1015.09,32.947,4.15,0.208
WS-South,2025-05-25 07:45:00,287.646,225.669,93.908,83.4,F,5.831,40.57,1020.02,11.947,22.58,0.174
WS-South,2025-05-25 08:00:00,566.923,382.631,259.949,77.07,F,8.376,32.49,1016.35,29.828,44.76,0.029
WS-South,2025-05-25 08:15:00,739.731,561.488,235.03,80.38,F,7.251,46.62,1006.5,57.233,47.28,0.656
WS-South,2025-05-25 08:30:00,580.361,460.437,224.119,79.34,F,17.483,46.78,1013.42,62.852,62.15,0.034
WS-South,2025-05-25 08:45:00,739.154,560.278,309.988,86.92,F,6.739,52.51,1011.03,35.35,51.77,0.119
WS-South,2025-05-25 09:00:00,794.026,536.299,360.791,88.0,F,6.539,48.96,1014.0,75.889,39.48,0.327
WS-South,2025-05-25 09:15:00,744.916,498.643,319.382,81.08,F,3.906,58.15,1015.45,14.584,17.5,0.758
WS-South,2025-05-25 09:30:00,815.366,673.787,214.189,88.81,F,7.277,62.04,1012.93,48.563,15.76,0.059
WS-South,2025-05-25 09:45:00,696.165,532.204,295.342,91.88,F,6.666,49.05,1028.15,71.855,46.07,0.039
WS-South,2025-05-25 10:00:00,935.077,610.27,386.806,90.1,F,3.137,40.85,1009.38,83.811,40.28,0.262
WS-South,2025-05-25 10:15:00,452.596,320.207,177.776,85.04,F,9.131,61.53,986.81,48.477,18.37,0.141
WS-South,2025-05-25 10:30:00,636.353,536.495,183.285,90.89,F,5.612,54.42,1002.43,80.219,13.22,0.118
WS-South,2025-05-25 10:45:00,934.842,712.868,381.488,90.8,F,5.38,27.92,1023.24,18.982,51.5,0.176
WS-South,2025-05-25 11:00:00,1081.736,858.002,322.715,89.47,F,10.378,41.09,1012.17,60.232,77.95,0.036
WS-South,2025-05-25 11:15:00,911.137,747.469,356.343,93.32,F,27.135,34.74,1020.63,65.261,75.88,0.748
WS-South,2025-05-25 11:30:00,884.973,744.767,253.925,85.96,F,3.791,35.51,1011.76,59.915,58.79,0.028
WS-South,2025-05-25 11:45:00,435.506,347.635,177.689,89.77,F,9.183,34.38,1015.56,81.363,44.15,0.019
WS-South,2025-05-25 12:00:00,1167.849,929.002,460.264,93.42,F,4.07,51.4,1018.38,84.215,52.47,0.304
WS-South,2025-05-25 12:15:00,720.558,592.851,300.929,90.62,F,9.773,40.28,1011.57,29.335,87.14,0.447
WS-South,2025-05-25 12:30:00,625.607,466.23,244.648,97.11,F,9.473,49.44,1019.68,71.224,21.73,0.13
WS-South,2025-05-25 12:45:00,1170.092,781.123,575.381,97.51,F,16.853,34.25,1017.93,68.957,10.53,0.349
WS-South,2025-05-25 13:00:00,1106.465,872.177,373.044,87.24,F,3.663,45.95,1009.4,31.601,56.87,0.13
WS-South,2025-05-25 13:15:00,857.365,634.188,325.699,93.09,F,4.417,35.17,1015.46,51.675,26.63,0.375
WS-South,2025-05-25 13:30:00,936.614,708.582,419.729,92.14,F,8.036,14.23,1018.62,45.077,76.52,0.553
WS-South,2025-05-25 13:45:00,946.148,655.828,460.758,83.41,F,5.94,66.66,1004.7,47.103,53.25,0.987
WS-South,2025-05-25 14:00:00,610.538,460.829,245.632,86.03,F,4.151,41.67,1007.27,31.461,39.34,0.87
WS-South,2025-05-25 14:15:00,683.92,555.244,230.543,87.64,F,3.927,46.13,1019.97,45.98,21.16,0.049
WS-South,2025-05-25 14:30:00,808.958,556.499,366.193,92.03,F,8.434,35.94,1011.92,75.843,14.04,0.258
WS-South,2025-05-25 14:45:00,936.09,686.371,440.082,91.48,F,3.693,53.4,1008.47,21.244,42.99,0.227
WS-South,2025-05-25 15:00:00,492.801,417.156,162.326,97.86,F,12.848,63.81,1018.31,39.52,30.27,0.166
WS-South,2025-05-25 15:15:00,330.032,255.062,111.802,82.62,F,4.374,53.25,1018.04,79.017,37.68,0.028
WS-South,2025-05-25 15:30:00,701.026,567.505,229.563,87.59,F,9.94,49.68,1012.14,70.813,12.08,0.978
WS-South,2025-05-25 15:45:00,625.695,526.516,221.462,87.6,F,9.702,43.56,1001.06,12.873,41.64,0.191
WS-South,2025-05-25 16:00:00,491.811,329.088,208.063,82.91,F,1.983,15.47,1017.06,31.995,52.82,0.616
WS-South,2025-05-25 16:15:00,429.77,325.42,176.954,75.77,F,6.392,38.94,1018.38,79.721,58.01,0.258
WS-South,2025-05-25 16:30:00,213.37,157.17,79.368,77.99,F,9.72,36.76,1009.56,64.758,16.98,0.422
WS-South,2025-05-25 16:45:00,426.101,359.488,113.977,82.01,F,4.32,48.74,1017.91,65.764,45.13,0.622
WS-South,2025-05-25 17:00:00,269.512,196.67,110.564,87.95,F,5.628,49.18,1023.53,36.403,91.78,0.056
WS-South,2025-05-25 17:15:00,253.672,165.512,117.547,79.45,F,14.094,45.06,1014.88,19.769,79.69,0.022
WS-South,2025-05-25 17:30:00,223.643,189.132,87.931,78.88,F,5.473,76.07,1013.91,13.894,31.22,0.104
WS-South,2025-05-25 17:45:00,161.095,129.54,62.235,81.32,F,2.605,58.06,1015.41,66.046,47.18,0.226
WS-South,2025-05-25 18:00:00,107.492,75.797,43.05,77.99,F,1.024,50.16,1005.07,30.334,22.36,0.312
WS-South,2025-05-25 18:15:00,67.537,52.463,30.803,75.33,F,5.686,71.65,997.31,75.962,21.94,0.371
WS-South,2025-05-25 18:30:00,8.288,1.271,1.504,70.52,F,0.371,65.92,1017.72,73.203,52.99,0.439
WS-South,2025-05-25 18:45:00,1.21,0.813,7.191,69.02,F,22.41,59.91,1006.59,47.795,22.23,0.118
WS-South,2025-05-25 19:00:00,27.089,4.232,3.626,73.13,F,5.289,36.1,1011.04,11.576,27.69,0.113
WS-South,2025-05-25 19:15:00,6.556,2.089,3.547,66.78,F,1.402,57.38,1008.43,11.181,61.93,0.092
WS-South,2025-05-25 19:30:00,11.254,1.567,1.739,67.55,F,13.929,31.19,1024.6,36.964,37.41,0.086
WS-South,2025-05-25 19:45:00,11.332,2.016,6.639,73.3,F,5.402,67.45,1038.0,62.872,39.99,0.072
WS-South,2025-05-25 20:00:00,3.062,0.624,5.857,69.8,F,1.87,39.09,1018.28,51.158,33.57,0.017
WS-South,2025-05-25 20:15:00,1.994,0.717,12.407,68.76,F,5.057,60.13,1013.73,59.761,23.32,0.179
WS-South,2025-05-25 20:30:00,2.293,2.799,1.987,67.53,F,10.688,64.21,1004.41,75.217,39.81,0.065
WS-South,2025-05-25 20:45:00,0.172,0.02,5.352,70.71,F,9.007,48.78,998.91,37.242,49.78,0.314
WS-South,2025-05-25 21:00:00,2.731,3.835,2.186,73.07,F,2.172,50.65,1011.49,71.052,44.86,0.892
WS-South,2025-05-25 21:15:00,0.205,4.21,3.532,73.35,F,1.887,65.45,1001.26,40.697,40.65,0.549
WS-South,2025-05-25 21:30:00,1.203,3.629,3.604,76.1,F,5.629,46.79,1028.4,28.782,17.96,0.081
WS-South,2025-05-25 21:45:00,5.695,3.49,8.683,66.74,F,4.556,55.06,995.53,44.582,34.41,0.011
WS-South,2025-05-25 22:00:00,0.731,0.788,2.749,69.01,F,7.753,56.37,1011.14,13.402,46.48,0.205
WS-South,2025-05-25 22:15:00,10.504,1.665,5.157,74.98,F,6.015,54.72,1022.3,41.652,0.49,0.026
WS-South,2025-05-25 22:30:00,8.798,2.231,0.781,70.63,F,2.895,53.11,999.32,30.024,39.39,0.496
WS-South,2025-05-25 22:45:00,10.096,2.239,3.66,81.58,F,17.432,40.86,994.31,13.352,43.81,0.464
WS-South,2025-05-25 23:00:00,1.597,6.716,11.852,76.54,F,2.413,46.57,1023.32,54.447,40.35,0.029
WS-South,2025-05-25 23:15:00,1.164,5.537,5.908,73.13,F,2.844,50.13,996.81,34.982,34.2,0.228
WS-South,2025-05-25 23:30:00,5.702,4.184,9.397,72.65,F,9.734,54.07,1007.24,72.347,38.35,0.312
WS-South,2025-05-25 23:45:00,2.482,0.823,0.263,75.51,F,9.473,66.46,1008.22,59.743,3.17,0.492
WS-South,2025-05-26 00:00:00,8.991,5.834,0.193,69.09,F,5.43,70.63,1020.8,45.104,45.54,0.091
WS-South,2025-05-26 00:15:00,0.522,2.568,0.622,68.0,F,3.1,47.61,1016.42,42.864,21.44,0.029
WS-South,2025-05-26 00:30:00,0.083,3.267,6.775,66.37,F,4.829,41.72,1012.75,71.597,4.44,0.455
WS-South,2025-05-26 00:45:00,14.107,1.863,1.791,73.4,F,5.674,65.26,1006.93,53.864,57.53,0.126
WS-South,2025-05-26 01:00:00,10.086,1.682,0.907,75.98,F,5.898,39.68,1021.38,79.914,43.13,0.49
WS-South,2025-05-26 01:15:00,3.964,1.45,0.569,68.1,F,10.474,48.94,1020.72,41.165,29.82,0.368
WS-South,2025-05-26 01:30:00,4.392,0.254,0.708,74.25,F,7.522,54.06,1000.19,84.163,53.66,0.25
WS-South,2025-05-26 01:45:00,9.811,3.663,1.991,69.49,F,2.684,61.77,1015.47,30.758,49.84,0.043
WS-South,2025-05-26 02:00:00,12.516,1.916,11.913,74.12,F,0.987,46.28,1009.99,64.439,21.11,0.031
WS-South,2025-05-26 02:15:00,0.432,4.727,8.15,69.5,F,7.924,52.38,1014.52,75.93,40.33,0.319
WS-South,2025-05-26 02:30:00,9.724,5.261,3.544,68.82,F,1.5,32.16,1002.89,49.952,53.78,0.66
WS-South,2025-05-26 02:45:00,0.584,2.579,0.318,74.56,F,7.045,27.81,1007.08,11.322,18.08,0.535
WS-South,2025-05-26 03:00:00,0.3,1.397,1.826,70.67,F,1.636,51.87,1000.8,37.963,38.35,0.835
WS-South,2025-05-26 03:15:00,17.177,0.67,0.794,61.44,F,0.361,51.33,1016.74,12.456,28.91,0.167
WS-South,2025-05-26 03:30:00,3.364,4.233,4.213,62.59,F,2.83,49.24,1009.91,42.39,56.32,0.828
WS-South,2025-05-26 03:45:00,0.956,3.182,1.206,81.23,F,7.228,59.05,1012.4,56.16,25.44,0.17
WS-South,2025-05-26 04:00:00,2.851,1.634,9.134,64.54,F,8.684,60.09,1024.11,38.986,41.11,0.175
WS-South,2025-05-26 04:15:00,1.744,1.695,1.858,72.32,F,4.981,58.06,1013.34,38.746,44.55,0.017
WS-South,2025-05-26 04:30:00,0.5,1.632,3.854,72.26,F,2.559,69.09,1009.99,21.522,10.52,0.307
WS-South,2025-05-26 04:45:00,5.468,5.283,4.783,72.98,F,6.253,74.71,994.36,65.778,0.0,0.314
WS-South,2025-05-26 05:00:00,6.647,6.325,2.581,70.63,F,13.189,46.56,1010.11,41.725,40.81,0.058
WS-South,2025-05-26 05:15:00,12.739,2.465,0.108,55.57,F,8.816,20.53,1018.77,66.642,31.93,0.043
WS-South,2025-05-26 05:30:00,6.781,1.465,8.804,73.34,F,4.714,60.77,1005.48,57.51,57.12,0.146
WS-South,2025-05-26 05:45:00,88.816,74.529,25.341,75.95,F,9.298,40.36,1020.23,11.602,80.83,0.057
WS-South,2025-05-26 06:00:00,120.456,78.356,52.163,73.09,F,3.739,63.64,1010.97,41.636,25.36,0.315
WS-South,2025-05-26 06:15:00,157.895,121.841,70.463,70.24,F,2.577,54.12,1008.64,74.118,45.51,0.054
WS-South,2025-05-26 06:30:00,167.499,135.327,60.344,75.94,F,5.689,38.63,1010.32,48.621,14.18,0.65
WS-South,2025-05-26 06:45:00,268.749,214.398,89.68,80.24,F,4.516,65.08,1034.86,57.283,29.32,0.667
WS-South,2025-05-26 07:00:00,248.085,188.355,105.282,83.7,F,6.336,39.66,1013.9,15.64,49.45,0.193
WS-South,2025-05-26 07:15:00,288.189,231.029,104.941,80.06,F,15.361,20.71,1003.61,17.679,0.0,0.376
WS-South,2025-05-26 07:30:00,474.038,359.068,166.33,83.75,F,5.353,58.41,1022.06,71.42,44.06,0.262
WS-South,2025-05-26 07:45:00,380.556,290.309,174.265,81.83,F,4.125,32.36,1004.44,26.871,7.31,0.422
WS-South,2025-05-26 08:00:00,382.62,312.085,163.102,81.8,F,5.425,49.59,1019.42,17.14,0.0,0.058
WS-South,2025-05-26 08:15:00,667.499,548.152,200.611,76.88,F,3.488,51.34,1006.55,38.51,49.47,0.418
WS-South,2025-05-26 08:30:00,371.467,305.712,101.404,80.93,F,3.924,38.11,1018.53,37.74,55.97,0.061
WS-South,2025-05-26 08:45:00,550.529,364.712,247.23,88.37,F,14.793,33.23,1005.0,82.289,27.95,0.031
WS-South,2025-05-26 09:00:00,866.993,598.557,395.835,86.57,F,9.723,41.88,1018.75,19.568,59.56,0.012
WS-South,2025-05-26 09:15:00,899.612,649.669,380.162,86.7,F,5.53,60.77,1008.84,83.011,63.03,0.381
WS-South,2025-05-26 09:30:00,488.692,339.085,221.454,97.19,F,6.836,25.53,1015.16,33.611,71.48,0.047
WS-South,2025-05-26 09:45:00,884.68,598.593,444.516,85.15,F,9.049,45.73,1011.68,63.276,21.69,0.483
WS-South,2025-05-26 10:00:00,545.237,397.616,257.283,93.55,F,9.892,50.52,1008.19,22.848,72.05,0.095
WS-South,2025-05-26 10:15:00,737.909,484.278,385.246,99.36,F,10.718,33.2,1009.35,46.932,53.98,0.11
WS-South,2025-05-26 10:30:00,802.385,565.866,357.673,95.3,F,4.69,55.03,1001.52,79.047,42.18,0.202
WS-South,2025-05-26 10:45:00,788.629,628.624,342.217,89.4,F,4.189,38.12,1010.07,81.357,31.54,0.142
WS-South,2025-05-26 11:00:00,659.609,439.094,276.721,90.52,F,4.785,26.46,1016.47,58.196,19.37,0.073
WS-South,2025-05-26 11:15:00,1009.795,842.926,329.443,102.25,F,7.722,34.32,1007.76,72.458,18.07,0.024
WS-South,2025-05-26 11:30:00,1103.727,809.612,446.112,92.5,F,21.392,41.28,1019.95,19.318,3.57,1.269
WS-South,2025-05-26 11:45:00,559.416,426.173,182.423,84.72,F,4.128,29.08,1013.66,32.539,48.09,0.006
WS-South,2025-05-26 12:00:00,410.364,325.01,182.344,92.97,F,3.497,45.95,1006.66,58.207,0.0,0.326
WS-South,2025-05-26 12:15:00,915.323,647.236,396.892,96.36,F,9.174,51.76,1012.68,80.914,35.77,0.722
WS-South,2025-05-26 12:30:00,866.309,706.806,258.159,90.23,F,3.26,12.21,1006.36,67.156,29.56,0.01
WS-South,2025-05-26 12:45:00,1143.444,746.614,517.463,88.72,F,3.656,41.29,1008.42,49.409,25.76,0.16
WS-South,2025-05-26 13:00:00,926.49,694.027,437.092,93.44,F,5.3,35.71,1019.87,14.271,27.52,0.085
WS-South,2025-05-26 13:15:00,708.472,553.325,215.763,88.6,F,12.003,54.65,1010.05,66.04,25.64,0.33
WS-South,2025-05-26 13:30:00,552.418,376.328,235.896,88.27,F,10.437,66.33,1017.46,12.822,27.38,0.38
WS-South,2025-05-26 13:45:00,809.752,676.011,201.744,95.13,F,8.464,55.71,1006.99,30.334,41.01,0.041
WS-South,2025-05-26 14:00:00,962.74,752.459,419.395,90.7,F,2.691,36.08,1014.28,12.12,19.86,0.009
WS-South,2025-05-26 14:15:00,744.885,531.793,319.88,97.26,F,7.601,16.95,1010.03,28.784,43.08,0.086
WS-South,2025-05-26 14:30:00,655.216,439.142,295.287,80.47,F,16.175,53.71,1004.83,58.507,39.7,0.096
WS-South,2025-05-26 14:45:00,561.478,449.606,224.899,87.36,F,7.589,54.69,1016.77,29.009,38.33,0.368
WS-South,2025-05-26 15:00:00,748.019,531.188,288.085,79.65,F,3.755,58.29,1018.3,30.996,55.15,0.233
WS-South,2025-05-26 15:15:00,598.791,412.445,244.255,84.85,F,4.023,20.7,1017.41,59.269,24.82,0.068
WS-South,2025-05-26 15:30:00,361.79,241.472,192.736,88.91,F,2.465,43.93,1023.11,29.237,31.0,0.039
WS-South,2025-05-26 15:45:00,387.714,318.849,125.762,81.71,F,15.742,51.44,1010.8,68.462,58.59,0.233
WS-South,2025-05-26 16:00:00,458.76,374.601,146.645,83.72,F,4.235,53.28,1007.91,67.246,47.32,0.206
WS-South,2025-05-26 16:15:00,201.389,165.877,77.379,74.58,F,8.409,44.95,1014.33,17.126,37.74,0.19
WS-South,2025-05-26 16:30:00,567.623,417.985,243.535,84.97,F,3.427,42.46,1024.28,58.776,15.79,0.159
WS-South,2025-05-26 16:45:00,295.721,210.689,115.363,71.72,F,2.002,52.72,1018.0,57.873,37.31,0.04
WS-South,2025-05-26 17:00:00,337.042,238.641,139.125,72.77,F,7.371,56.66,997.36,38.728,26.82,0.0
WS-South,2025-05-26 17:15:00,181.641,137.237,65.137,78.09,F,10.706,65.74,1013.2,33.723,22.03,0.499
