vdc1,vdc2,idc1,idc2,irr,pvt,f_nv
266.377,279.065,7.1849,6.5215,789.739,45.0918,0
336.305,310.991,1.7144,1.4767,362.592,17.2959,4
259.267,198.425,8.7484,8.4935,912.53,47.1735,1
264.166,2.1138,8.908,0.0372,931.637,43.8426,3
268.38,2.119,8.7614,0.0372,932.775,43.9793,3
257.248,255.034,7.948,6.8783,818.63,48.5566,2
313.987,248.877,2.872,3.7841,464.875,25.1691,0
281.514,265.526,0.9342,0.73,167.121,35.2507,4
266.105,299.435,6.4366,4.0411,717.125,48.9755,4
274.564,272.618,4.9242,4.1947,516.961,35.9425,4
1.6135,275.321,0.1105,8.7753,967.43,46.0361,3
262.808,270.203,8.5449,8.2517,888.423,43.6245,0
257.701,2.1235,8.9853,0.0472,961.16,51.0652,3
253.835,2.1373,8.968,0.0498,933.633,50.439,3
284.048,276.901,6.2296,6.12,694.347,30.3621,0
260.039,201.539,8.6885,8.3398,905.493,46.3854,1
252.374,262.935,8.4246,7.9631,878.214,50.7444,0
255.096,266.706,9.1149,8.6546,949.427,47.9174,0
267.168,203.333,7.7543,7.5725,817.086,41.5259,1
272.07,279.208,8.1458,7.9566,885.411,37.2048,0
256.22,202.255,9.1301,8.7084,948.476,46.7434,1
250.918,230.349,9.1912,8.6099,983.765,53.1706,2
291.129,278.81,4.263,3.7805,465.984,28.3151,4
262.342,2.1135,8.93,0.0366,927.973,43.3788,3
258.317,200.07,8.7461,8.3867,913.539,47.9344,1
1.6179,276.279,0.1081,8.748,965.699,44.7764,3
265.959,204.985,8.5457,8.2728,895.947,44.385,1
1.6167,269.817,0.1123,8.6072,930.73,48.2914,3
1.6177,270.241,0.1148,8.8261,961.933,47.9137,3
271.402,282.525,4.6983,3.0105,497.52,40.4653,4
267.799,259.125,6.5685,6.4116,697.851,44.3638,0
264.101,203.755,8.5747,8.2703,910.0,46.1864,1
276.822,272.465,7.5442,7.3452,831.112,35.3081,0
249.391,231.883,9.1308,8.4765,982.942,55.9717,2
272.14,289.363,6.9404,5.7509,782.507,46.2265,4
252.325,233.6,8.4326,7.9729,858.447,51.8826,2
281.542,257.979,4.0973,3.9401,449.774,35.3812,4
255.841,237.244,8.9555,8.4257,937.687,48.751,2
260.391,197.702,8.7124,8.5212,911.252,46.5187,1
1.6583,269.116,0.1041,9.0624,991.862,48.644,3
256.153,277.352,8.1605,7.2594,858.005,52.2684,0
262.525,2.1102,8.8283,0.0409,923.443,42.8546,3
260.724,2.1406,8.8742,0.0411,927.072,43.4596,3
261.265,244.306,8.6108,8.0661,898.761,46.9943,2
274.102,247.169,8.7145,8.5358,950.553,41.809,2
263.433,273.497,7.7661,7.435,844.188,44.6496,0
248.07,224.235,9.057,8.6529,971.907,57.1208,2
276.975,258.607,5.2635,5.028,551.507,33.0649,4
266.444,245.162,8.3494,7.9384,883.833,43.5041,2
263.462,2.1254,8.9405,0.0379,935.009,43.6073,3
304.756,298.67,1.8551,1.6389,234.102,16.4069,4
262.971,205.444,9.2768,8.9155,988.715,44.5816,1
276.433,317.805,5.9011,1.924,621.086,36.3731,4
261.641,198.355,8.6598,8.4752,903.24,46.2231,1
1.6237,273.869,0.1111,8.7112,960.859,46.3217,3
260.862,267.468,8.872,8.6206,942.199,46.1767,0
295.89,340.996,1.7466,0.1841,291.11,18.7144,4
261.776,247.036,8.6813,8.0656,906.242,46.5318,2
261.666,205.956,9.3404,8.9431,988.097,43.6832,1
1.6396,272.331,0.0986,8.9575,992.968,48.6083,3
258.159,345.786,4.8642,0.1467,592.246,20.4858,4
304.521,244.558,2.3201,2.5735,364.091,30.7922,4
267.643,315.36,6.5928,2.0605,727.152,46.5861,4
1.6331,270.738,0.1082,8.9018,967.611,46.7119,3
316.628,302.546,1.3627,1.2093,193.037,13.9515,4
1.6112,270.246,0.1114,8.8199,960.081,47.5635,3
277.916,269.995,6.0056,5.7979,645.443,37.5716,0
267.091,2.1364,8.8254,0.0357,935.922,43.5181,3
260.785,237.759,8.816,8.4048,933.778,47.4862,2
346.004,351.989,0.1998,0.0486,282.701,3.2561,0
270.695,282.095,3.5417,2.2136,394.772,38.4248,4
268.842,2.1103,8.2064,0.0389,865.673,40.0261,3
1.6458,272.052,0.1053,8.9684,992.446,48.6083,3
256.176,238.509,8.2927,7.8053,856.123,51.5771,2
263.562,247.63,9.3868,8.7104,993.169,40.7535,2
274.784,286.09,7.2049,6.6133,792.035,40.7188,0
283.027,256.559,3.6763,3.4528,405.366,31.0145,4
272.606,309.263,6.822,3.776,755.242,43.1801,4
296.255,281.737,2.9631,1.7141,336.374,24.5781,4
268.95,288.22,6.9056,5.5977,769.097,46.9501,4
263.221,247.488,9.4169,8.7457,994.318,40.364,2
254.307,237.215,8.9474,8.3376,938.806,50.8774,2
271.242,275.602,7.6875,7.4745,847.813,38.5857,0
249.811,227.428,9.0757,8.5964,976.369,55.555,2
273.294,276.414,7.3683,7.1576,861.287,44.7314,0
265.729,208.478,9.1324,8.7134,960.754,41.5389,1
1.6169,271.711,0.1124,8.4798,929.933,50.9602,3
1.5999,269.493,0.1141,8.691,957.375,52.3422,3
260.393,203.211,8.7312,8.2994,910.554,45.3097,1
1.6424,272.772,0.0988,8.9717,990.96,43.3758,3
1.6229,269.776,0.1035,8.5763,929.784,49.1812,3
282.542,252.6,4.3765,4.1597,471.769,31.5982,4
273.494,266.154,5.4288,5.2146,649.641,42.0321,0
265.632,289.81,6.9376,5.3459,765.368,47.2193,4
265.714,203.815,8.7957,8.6051,923.002,41.8899,1
283.375,263.034,3.9385,3.758,436.187,33.3861,4
281.365,301.416,4.5953,1.9556,491.738,33.0691,4
263.482,2.0891,8.8767,0.0384,925.502,43.9065,3
254.509,198.093,8.7571,8.3843,917.743,52.1995,1
264.096,207.021,8.8155,8.421,922.609,42.7893,1
267.212,279.326,8.9342,8.5201,945.621,41.2805,0
269.389,283.902,3.6242,2.1028,402.609,39.6663,4
282.013,269.617,6.1172,6.0265,731.083,35.8085,0
262.668,203.544,9.2987,9.0168,990.655,45.072,1
310.095,282.103,1.4617,0.5167,239.991,21.6318,4
278.438,262.646,6.4302,6.4335,719.776,39.4283,0
320.744,338.924,0.2356,0.1616,236.091,14.859,0
1.621,271.721,0.1129,8.5383,929.82,48.5761,3
265.63,207.381,8.8843,8.5418,927.583,41.9751,1
250.518,231.037,8.6649,8.2313,928.417,55.4081,2
318.801,252.339,2.698,3.5326,438.121,22.5491,0
259.697,205.492,9.107,8.6367,955.185,46.0584,1
291.522,352.601,3.0464,0.0888,474.673,11.2138,4
261.755,273.785,8.94,8.618,955.779,49.9037,0
266.734,204.048,8.8991,8.7451,947.404,44.0908,1
252.209,199.22,8.8013,8.3575,907.07,50.9134,1
270.228,315.374,6.4441,2.3104,715.461,46.227,4
262.227,247.179,9.1626,8.5376,966.256,44.2346,2
1.6018,278.577,0.1074,8.5774,965.817,50.041,3
256.439,239.529,8.2531,7.7535,854.44,51.3175,2
287.125,261.872,3.7684,3.7383,495.622,38.6151,4
273.445,269.82,4.8328,4.4436,581.366,41.3153,4
250.051,257.793,9.1781,8.8343,962.341,54.8475,0
251.131,233.179,9.0177,8.3942,979.282,56.8376,2
294.203,325.138,2.3924,0.2633,391.303,20.6622,4
259.701,205.195,8.731,8.2294,901.876,45.8058,1
265.516,291.819,6.8131,4.9762,755.656,48.9599,4
269.934,253.859,6.2193,6.0338,702.746,43.9071,4
291.848,265.401,4.6988,4.5877,510.793,29.3923,4
248.402,227.881,9.1133,8.5921,980.07,56.7366,2
257.429,236.985,8.298,7.8906,861.277,52.1318,2
300.379,238.094,3.8996,4.7522,562.919,34.9107,0
266.518,320.151,7.7974,3.1046,825.192,42.9948,4
275.902,288.668,4.8633,3.455,534.463,38.0094,4
1.6183,269.473,0.1083,8.8542,966.464,49.0315,3
264.629,2.112,8.1981,0.0405,857.237,42.5086,3
251.188,2.1277,9.0666,0.0471,936.087,49.9284,3
259.36,239.871,8.851,8.3132,933.908,47.9084,2
311.946,249.849,2.9717,3.8416,473.189,25.6945,0
276.644,249.879,3.8566,3.6696,413.546,30.2994,4
1.6223,263.582,0.1127,8.7679,931.46,47.729,3
257.319,2.1228,8.985,0.047,958.404,51.259,3
274.862,279.952,2.7687,2.4708,323.07,37.3077,4
1.6198,269.202,0.11,8.6337,934.249,47.94,3
262.569,243.521,8.4909,7.9824,887.215,44.5924,2
255.328,260.234,9.2393,9.0296,980.495,52.4915,0
268.849,268.652,7.2298,7.1363,809.768,47.0974,0
262.971,241.086,9.0193,8.6327,957.535,45.9671,2
254.264,2.1447,9.0249,0.0494,958.472,52.1115,3
264.1,2.0902,8.1557,0.0401,854.43,43.4128,3
1.6089,270.285,0.1119,8.5521,934.751,46.6134,3
268.077,205.089,9.0573,8.8613,961.04,41.5712,1
250.505,2.1426,9.1997,0.0479,967.309,51.8237,3
1.6113,273.816,0.1115,8.8455,967.227,44.0311,3
267.482,2.1208,8.7974,0.0394,933.838,43.9974,3
276.157,288.691,2.7042,0.9866,307.272,38.7587,4
1.6523,272.381,0.1082,8.8834,990.851,50.11,3
263.78,277.08,5.5429,3.5707,582.925,45.8864,4
265.794,270.501,0.6591,0.25,241.069,32.138,4
284.613,289.487,7.6269,7.4532,851.558,30.9552,0
269.059,203.833,7.707,7.5605,822.799,42.559,1
265.729,203.337,9.2081,9.0421,990.27,44.5419,1
261.889,245.678,8.7027,8.1402,908.615,46.7952,2
261.616,265.029,7.9817,7.7491,899.081,48.8235,0
264.707,2.1349,8.7504,0.0411,925.155,43.4077,3
259.569,235.644,8.0663,7.8337,844.414,50.4504,2
248.104,228.739,9.1158,8.5436,973.51,56.3408,2
264.776,269.021,7.9228,7.6937,898.637,48.0975,0
1.6081,270.307,0.1109,8.7587,958.692,48.8987,3
264.456,272.654,7.3068,6.9939,849.299,45.8967,0
267.888,269.135,7.737,7.6382,876.53,45.2497,0
254.657,196.321,8.7524,8.4598,913.101,51.9219,1
284.695,315.285,0.3147,0.3192,133.758,23.4738,0
269.549,346.423,3.554,0.0956,462.655,14.0473,4
270.067,267.023,5.45,5.2335,607.114,30.2858,0
271.452,275.135,6.4623,6.101,703.124,35.7301,0
282.863,262.996,4.6118,4.3624,495.69,35.688,4
249.185,260.153,9.1758,8.7778,939.818,56.7725,0
307.17,268.716,4.108,4.9236,570.792,28.8063,0
257.836,200.088,9.063,8.7396,948.046,47.318,1
268.956,204.86,9.0128,8.8239,958.851,41.7163,1
1.6452,272.975,0.106,8.8572,989.719,50.0992,3
253.992,348.21,3.3207,0.0835,430.17,12.899,4
257.561,2.1557,9.0163,0.0466,965.253,50.7689,3
260.394,201.397,7.9563,7.6272,833.701,47.2052,1
261.277,199.201,8.9974,8.8344,954.091,47.3739,1
263.747,2.1284,8.7878,0.0416,925.061,43.4966,3
1.5955,274.487,0.1097,8.417,929.134,50.712,3
275.148,276.045,7.7411,7.6175,857.972,39.6905,0
1.6142,271.468,0.1018,8.7989,965.842,48.987,3
266.792,2.1661,9.0455,0.0452,958.608,41.9301,3
275.802,259.816,5.6392,5.3431,585.956,34.4924,4
252.828,2.1614,8.9687,0.0469,939.922,52.7949,3
310.392,244.173,2.1037,2.3801,339.458,28.0701,4
248.581,232.342,8.9541,8.3516,958.62,56.5025,2
265.479,244.288,8.9798,8.5634,944.685,42.8034,2
258.402,270.63,9.4952,9.0837,988.41,38.9834,0
262.408,269.177,8.8902,8.6062,940.33,45.9906,0
253.751,197.565,9.1396,8.7411,958.629,49.1706,1
252.401,193.615,8.8074,8.553,917.64,52.8797,1
261.715,2.1675,9.1337,0.0474,956.301,42.7573,3
290.992,343.22,1.4733,0.1663,263.457,15.5931,4
260.262,2.105,8.8856,0.0408,924.951,43.0683,3
313.159,271.117,3.4365,4.4085,523.892,29.5258,4
265.712,249.119,8.983,8.4284,941.368,41.5406,2
260.548,242.55,8.661,8.1556,902.496,47.3603,2
264.33,203.641,9.2964,9.0801,990.347,43.1712,1
282.305,266.359,5.2002,5.0111,574.506,28.8662,4
262.934,199.424,8.6148,8.4277,904.88,46.383,1
263.239,208.425,9.1878,8.7232,963.887,42.4892,1
259.289,313.895,5.1988,3.2928,629.133,20.2654,4
270.291,255.257,6.0561,5.8376,682.646,43.2446,4
259.798,202.055,8.6849,8.2957,905.938,46.2561,1
253.055,234.183,9.1529,8.5097,986.703,52.3418,2
264.459,268.885,6.932,6.7274,809.934,49.577,0
270.51,252.199,6.6489,6.4707,711.126,41.8504,4
248.03,255.343,8.7979,8.4485,905.455,55.2671,0
258.583,203.38,9.0373,8.6179,946.789,47.1546,1
261.233,242.478,8.5008,7.9611,892.593,47.5181,2
246.742,258.049,8.6648,8.2043,856.607,55.7327,0
305.191,230.343,1.7318,1.8781,276.193,29.0812,4
251.732,2.153,9.1734,0.0475,962.774,50.3751,3
266.277,267.098,6.9573,6.8214,786.139,50.3952,0
260.263,2.1035,8.2757,0.043,854.534,43.4249,3
263.044,202.252,9.2296,9.0131,987.552,45.6044,1
1.6214,265.763,0.1119,8.8037,958.214,52.155,3
254.141,199.663,9.0818,8.6242,955.101,49.7123,1
261.85,262.451,7.2009,7.0615,812.184,52.1534,0
262.314,206.117,9.0338,8.6489,947.09,44.4026,1
263.011,244.836,9.0296,8.5264,957.391,45.9173,2
253.523,255.1,8.782,8.6319,905.83,54.1615,0
260.629,239.866,8.6754,8.2698,904.59,46.9453,2
1.6205,277.044,0.109,8.7452,966.791,44.1665,3
262.503,242.322,8.5847,8.1727,903.17,47.3751,2
266.739,272.252,8.4238,8.227,909.25,42.9106,0
271.644,253.684,5.9996,5.8446,677.944,42.5536,4
265.654,266.436,6.4401,6.0907,672.333,43.0512,0
1.6168,278.502,0.1067,8.6367,968.135,49.0609,3
265.63,204.014,8.9461,8.7416,947.633,43.9791,1
256.423,202.931,9.1514,8.7011,954.563,47.151,1
259.758,324.279,7.5301,1.257,792.792,50.2763,4
267.353,276.741,4.3337,4.149,499.281,18.5492,0
263.793,0.8481,8.3915,0.0407,869.96,41.683,3
269.761,269.149,7.3375,7.2772,824.725,46.4801,0
1.6178,274.531,0.1043,8.7916,966.225,45.7633,3
250.291,2.1681,8.9466,0.0465,933.864,53.024,3
254.051,196.101,8.7433,8.45,915.537,53.0097,1
252.682,232.773,9.142,8.5521,984.581,52.4315,2
271.085,266.681,6.5739,6.3207,689.808,41.439,0
1.6177,275.528,0.1077,8.7725,967.387,46.1706,3
258.904,198.487,7.9961,7.7403,832.268,47.3449,1
1.62,277.18,0.1068,8.7236,966.327,44.6418,3
307.163,271.951,4.1243,4.8453,570.758,28.7643,0
249.671,239.937,8.481,7.6838,910.005,56.7413,2
264.506,204.354,8.8375,8.5977,922.404,41.7199,1
273.963,269.192,6.3098,6.0788,706.901,40.061,0
282.142,313.004,7.1557,4.9789,780.859,32.9366,4
268.738,202.517,7.6963,7.5937,817.175,41.5294,1
260.357,204.812,9.3915,9.0065,989.965,43.7235,1
275.198,272.075,6.9262,6.6789,758.458,35.1512,0
317.701,258.958,2.2517,2.6879,376.095,23.447,0
260.756,2.1311,8.8802,0.0409,924.952,42.7268,3
255.931,238.196,8.956,8.3945,936.706,48.6476,2
1.6087,269.508,0.1132,8.5995,934.847,47.6574,3
258.402,237.083,8.3346,7.9939,927.884,55.4151,2
265.377,2.1148,8.2088,0.0411,859.233,42.1574,3
257.497,250.671,7.1939,6.9633,723.753,51.1222,0
264.315,278.972,9.0462,8.5778,961.023,40.4693,0
265.167,268.63,7.5009,7.3433,863.947,50.3414,0
274.277,275.927,7.2869,7.1725,848.478,42.3657,0
246.761,257.349,8.9466,8.5267,941.621,56.2849,0
286.708,283.228,7.0684,6.9226,835.864,29.9711,0
262.098,206.65,9.1855,8.7248,961.61,43.1462,1
264.611,327.177,7.4376,0.9427,788.858,46.2113,4
263.876,207.026,9.1632,8.7617,960.792,42.3529,1
257.143,196.883,8.6816,8.4538,913.856,51.7907,1
262.727,242.45,8.5161,8.0325,890.69,45.468,2
253.205,263.092,8.2236,7.8214,819.955,52.9587,0
266.092,204.863,8.9522,8.7263,948.421,43.7828,1
262.513,2.1505,9.0344,0.038,938.332,42.5196,3
259.517,200.508,8.0178,7.6789,825.147,43.4448,1
253.617,256.343,8.3722,8.1368,843.451,52.4504,0
267.889,270.107,7.746,7.6014,891.681,44.8894,0
248.408,2.1581,9.0139,0.048,935.148,53.6828,3
266.572,285.545,3.6851,1.8682,404.34,39.5099,4
261.699,293.288,6.1471,3.485,638.209,45.4844,4
249.08,260.419,9.0539,8.5759,907.795,53.2636,0
261.19,201.902,9.0028,8.7215,953.281,46.8679,1
268.36,268.558,7.6249,7.5091,889.385,48.3999,0
269.393,265.772,6.0449,5.7411,711.143,42.8682,0
261.483,2.0868,8.8664,0.0403,923.451,43.1598,3
264.972,203.256,9.1326,8.896,960.839,42.2109,1
267.15,275.306,8.5402,8.3073,922.34,41.9487,0
257.286,2.1385,8.849,0.0452,933.546,51.0407,3
1.6211,271.021,0.1128,8.769,960.178,48.5968,3
270.566,277.047,9.0298,8.7933,979.764,39.5827,0
1.6646,272.293,0.1058,9.0268,995.233,42.4514,3
261.558,276.679,7.9381,7.3278,854.325,45.0652,0
264.424,248.632,5.2311,4.9847,543.387,45.9009,4
264.507,2.1354,8.9961,0.0357,939.827,42.5123,3
265.404,205.695,9.1217,8.812,961.08,42.216,1
313.786,288.318,0.4966,6.7951,806.739,11.7261,4
264.941,204.856,9.1112,8.8131,962.833,42.9502,1
271.665,245.851,3.5965,3.3972,398.261,39.3727,4
264.205,203.323,9.0979,8.8392,959.441,43.5572,1
285.725,288.509,7.609,7.4899,866.202,29.17,0
248.138,254.651,9.1857,8.8744,935.469,55.2551,0
258.387,199.763,8.7739,8.4413,911.724,46.4705,1
328.033,297.73,2.128,1.9426,466.809,25.7467,4
264.043,202.391,8.9139,8.6818,938.26,44.205,1
260.078,244.268,8.7218,8.159,905.899,46.547,2
254.32,2.1408,9.1161,0.0491,965.289,50.5309,3
279.414,285.153,2.5633,0.9668,296.21,38.6421,4
258.273,304.482,7.7389,3.5333,822.878,53.0624,4
273.646,287.83,3.4573,1.343,383.285,40.8023,4
276.293,247.853,8.5964,8.5123,948.391,41.6663,2
258.137,204.108,9.0493,8.5708,947.794,47.3981,1
312.999,286.596,0.4084,0.3059,129.437,22.783,0
260.891,284.807,5.9729,4.0664,628.996,48.0788,4
265.019,247.73,5.2768,5.055,548.066,45.6522,4
278.914,273.561,7.2033,7.0157,790.779,32.4507,0
260.904,2.1581,9.0724,0.0449,949.301,44.0217,3
303.882,352.538,3.0335,0.0991,496.388,14.6095,4
284.454,246.707,3.4554,3.2879,384.872,35.9139,4
283.465,260.137,4.9308,4.7368,530.072,35.2282,4
270.919,282.318,8.2807,7.9226,886.844,37.0639,0
267.843,264.542,6.37,6.1017,665.067,40.2391,0
266.19,206.745,8.8667,8.5605,948.934,45.1517,1
307.681,313.276,0.2515,0.1626,257.573,9.2557,0
251.555,2.1415,8.9959,0.0469,936.937,52.1267,3
264.661,203.954,9.2228,8.9951,990.421,45.0856,1
261.874,251.354,7.8137,7.037,821.525,48.9515,2
254.059,235.12,8.9383,8.3975,940.968,51.7469,2
265.011,2.172,9.0566,0.0455,957.151,42.4697,3
280.407,269.588,6.0199,5.938,671.947,38.5594,0
257.772,2.1399,8.9732,0.0472,960.485,50.894,3
257.285,198.493,9.0545,8.7268,958.096,48.2191,1
281.417,280.356,7.6916,7.6618,866.198,34.8441,0
259.283,198.935,8.9979,8.7056,958.413,48.2835,1
258.109,252.545,8.9716,0.0492,960.538,51.2787,1
259.589,241.622,8.6798,8.1927,899.941,46.4519,2
320.443,353.729,1.3404,0.1049,528.33,17.6586,4
266.215,2.119,8.8212,0.0379,929.143,43.5111,3
251.338,234.308,8.9773,8.4173,965.87,54.4199,2
270.823,263.477,7.5768,7.3824,832.831,39.6561,0
261.682,200.283,7.9561,7.7056,836.339,47.2145,1
292.246,327.813,1.3822,0.218,256.355,14.1367,4
1.6087,271.427,0.1126,8.7779,959.07,46.5698,3
282.68,248.761,3.2873,3.0818,365.133,35.7655,4
262.921,264.308,8.6796,8.4994,937.358,46.1119,0
261.227,201.357,8.6943,8.3807,909.271,45.0962,1
260.919,269.368,8.954,8.6245,949.877,46.9427,0
262.427,206.253,8.6593,8.1979,898.22,44.9016,1
268.563,269.126,7.1187,7.0092,835.138,47.8858,0
260.938,2.1803,9.196,0.046,957.55,42.0985,3
265.927,245.287,9.1907,8.7331,976.657,42.4693,2
251.402,256.826,9.1352,8.8885,973.436,53.3949,0
256.328,238.483,8.3033,7.8056,858.16,51.7929,2
264.597,2.1637,9.0772,0.0454,957.823,42.3864,3
249.654,233.227,9.0356,8.4309,969.58,55.4307,2
252.942,273.175,8.2361,7.3795,858.234,50.5834,0
262.723,205.249,8.649,8.2566,896.818,44.6392,1
251.847,198.959,8.8429,8.3766,913.115,51.7205,1
257.852,238.129,9.0252,8.5184,973.877,50.4741,2
266.392,207.298,9.1298,8.8058,964.349,42.1221,1
255.155,197.918,8.9969,8.6719,948.672,49.9736,1
275.859,280.639,6.3937,6.2029,754.269,38.34,0
272.563,301.623,4.3807,0.9595,466.544,36.8722,4
275.448,263.957,6.1,5.9766,731.939,42.9268,0
261.892,202.956,9.3286,9.0576,988.917,43.9698,1
262.158,205.72,9.2137,8.7915,961.774,42.1653,1
259.311,265.23,8.8826,8.5721,949.705,47.1125,0
267.697,2.0996,8.058,0.0426,856.88,42.4811,3
261.805,299.166,8.0274,5.7418,834.319,46.5204,4
260.53,201.465,9.0396,8.7684,949.664,46.2896,1
266.955,2.1259,8.7983,0.0378,928.686,43.5043,3
260.482,324.234,4.8839,2.0345,610.829,21.7229,4
283.536,234.503,5.2003,5.3062,615.804,38.4774,4
257.621,202.302,8.7827,8.32,906.334,46.3825,1
257.386,236.576,8.5795,8.1922,942.352,54.964,2
253.111,238.402,9.0232,8.3645,936.78,49.1132,2
262.812,246.584,9.1425,8.5655,966.69,44.2311,2
300.534,255.588,4.2595,3.0962,656.856,19.0434,4
280.322,286.754,7.4182,7.1972,825.639,35.91,0
260.134,254.643,7.8326,6.8069,817.144,48.2885,2
1.6613,274.135,0.1006,8.9297,992.279,43.2675,3
254.818,198.225,9.0125,8.6573,948.803,49.9678,1
1.6156,272.235,0.1153,8.7293,959.848,48.6833,3
256.519,233.506,9.043,8.6279,968.401,50.692,2
269.519,302.985,7.0536,4.5333,762.542,42.912,4
263.254,201.074,8.6324,8.4219,899.52,44.9223,1
267.608,248.584,5.1621,4.9824,542.925,45.9086,4
252.95,263.372,8.6901,8.29,908.157,49.9561,0
260.93,0.9022,9.0341,0.0419,955.345,47.4975,3
267.733,278.181,9.1311,8.7667,977.411,39.5469,0
273.889,253.884,4.3368,4.0631,475.789,40.7564,4
255.83,2.145,9.0269,0.0503,967.563,51.8221,3
271.589,276.11,7.0313,6.5541,732.104,37.4346,0
256.713,235.245,8.2986,7.9268,860.0,52.4486,2
261.59,208.58,8.8749,8.9211,920.832,42.952,1
250.509,258.02,8.1855,7.8683,816.76,54.9251,0
276.552,275.134,6.7841,6.5281,747.999,33.6944,0
251.805,234.417,8.9209,8.3408,959.655,53.9957,2
246.445,231.519,9.1338,8.4677,969.927,55.8536,2
270.934,259.682,5.5405,5.3577,609.958,44.8342,0
262.11,242.082,9.0159,8.5461,957.86,47.0849,2
268.112,251.256,6.3791,6.1959,677.749,42.7957,4
258.176,200.579,8.7741,8.4076,911.188,46.3379,1
283.346,282.224,5.9063,5.8952,748.037,42.6617,0
259.496,243.328,8.6261,8.0003,890.353,45.1771,2
265.519,272.117,7.9988,7.7592,869.255,44.3287,0
261.293,199.434,8.6715,8.4441,911.387,46.3171,1
258.51,198.921,9.0088,8.696,959.872,49.0018,1
253.997,196.605,9.1362,8.8021,955.467,48.0199,1
288.198,263.401,3.6921,3.6326,486.106,38.9673,4
265.325,206.047,8.8427,8.5717,922.938,40.9726,1
254.941,279.909,7.0938,7.1926,836.607,22.7632,4
261.447,246.599,9.2088,8.5955,967.923,43.8985,2
257.276,197.024,8.6756,8.4513,920.174,52.7576,1
246.553,259.339,9.2857,8.8141,967.332,55.5949,0
269.104,293.125,6.592,4.6468,741.829,48.2127,4
253.998,239.33,8.5986,7.9679,930.523,54.7398,2
265.671,201.499,7.8356,7.6489,822.351,42.2739,1
265.707,205.792,9.1293,8.8203,960.023,41.5265,1
264.685,245.777,9.0327,8.5299,949.321,42.647,2
267.056,205.153,9.0823,8.8147,959.295,41.7196,1
287.085,285.007,1.0541,1.0374,124.313,20.4452,0
1.6135,268.182,0.1116,8.736,958.968,52.0928,3
251.594,265.606,8.6546,8.141,894.743,52.075,0
264.833,202.628,7.8684,7.599,824.664,43.3175,1
267.718,204.841,9.0467,8.854,961.806,42.4576,1
266.616,205.318,8.803,8.5919,922.941,41.0735,1
1.662,271.991,0.1056,8.9848,994.41,45.5731,3
264.754,243.024,8.4182,7.9917,885.636,44.5868,2
273.446,269.944,7.3864,7.3908,863.431,44.9788,0
265.315,203.389,7.8221,7.5646,817.482,41.5471,1
263.289,2.16,9.0774,0.0453,952.811,42.6853,3
286.938,291.014,1.0785,1.0118,126.267,20.7832,0
264.81,251.795,5.2521,4.934,548.206,44.4271,4
262.131,201.469,9.0456,8.8282,956.851,47.1706,1
265.976,205.661,9.2241,8.9812,990.941,43.5285,1
265.712,278.84,8.7988,8.3797,933.999,41.2192,0
247.806,229.42,8.9521,8.437,956.864,56.6233,2
267.212,244.031,9.1276,8.7663,972.633,42.597,2
258.247,237.511,9.0281,8.5172,969.172,50.111,2
256.336,195.539,8.9595,8.7627,949.287,49.9859,1
277.264,289.111,2.8145,0.9784,319.604,39.4551,4
257.185,241.139,8.6459,8.0359,891.117,47.0042,2
264.226,201.486,9.2532,9.1091,991.595,44.8042,1
255.114,240.475,8.1998,7.6523,839.033,48.7046,2
271.6,243.479,8.747,8.66,948.815,41.6891,2
262.464,272.13,4.3586,4.1789,496.624,24.1125,0
1.6051,278.664,0.1082,8.6344,968.276,48.8418,3
277.976,268.432,6.9128,6.7908,766.005,37.7882,0
270.101,251.244,4.931,4.7392,524.351,41.9985,4
250.455,230.884,9.0864,8.5253,982.51,56.4572,2
276.213,288.72,2.7651,0.9896,314.023,38.782,4
1.5906,270.175,0.1063,8.5861,927.707,50.1022,3
267.375,281.046,8.4032,7.9048,892.986,38.6103,0
279.879,279.254,7.5848,7.5399,876.716,38.0389,0
264.157,276.407,8.0058,7.6356,868.861,45.4119,0
276.187,270.566,6.0398,5.7765,645.684,37.5773,0
250.927,231.805,8.6512,8.2109,928.367,55.3927,2
288.181,285.716,7.4904,7.4712,835.887,28.0984,0
1.6143,269.952,0.1029,8.8572,966.972,48.5397,3
244.39,228.74,9.155,8.4909,969.447,56.3559,2
257.02,2.1368,8.8812,0.0452,933.384,50.1679,3
297.32,255.763,3.4202,3.3293,385.309,25.9714,4
262.976,309.347,7.547,3.819,804.256,46.3028,4
265.555,204.805,8.8875,8.6423,925.872,40.9394,1
263.769,2.1089,8.3885,0.0396,865.997,39.9271,3
265.829,266.837,7.5317,7.4155,842.851,48.8953,0
256.591,198.997,9.0287,8.6846,952.575,48.6408,1
307.67,325.51,0.2521,0.1463,273.44,10.7319,0
263.565,2.1174,8.3868,0.0419,866.532,40.0935,3
271.98,284.936,6.1856,5.1606,687.852,39.5964,4
251.401,263.281,8.3497,7.8455,870.64,51.5099,0
259.615,196.089,8.9845,8.8253,959.392,48.7702,1
1.6016,270.029,0.1093,8.57,929.044,50.4256,3
270.577,277.269,8.6447,8.4562,930.74,40.1998,0
261.513,202.288,9.3818,9.103,990.417,44.4371,1
283.358,288.611,7.6453,7.4544,850.809,31.4034,0
258.863,2.1518,8.8153,0.0458,933.368,50.054,3
